CacheSize,BlockSize,Associativity,WritePolicy,WriteMissPolicy,EvictPolicy,TotalReads,ReadMisses,TotalWrites,WriteMisses,TotalLatency
4096,128,1,--WriteThrough,--WriteAllocate,--LRU,112576,7360,65042,2200,16945294
4096,128,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,7775,65042,8712,16552594
4096,128,2,--WriteBack,--WriteAllocate,--LRU,112576,4310,65042,690,1994094
4096,128,2,--WriteBack,--NoWriteAllocate,--LRU,112576,4425,65042,5088,2896314
4096,128,2,--WriteThrough,--WriteAllocate,--LRU,112576,4310,65042,690,15942094
4096,128,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,4425,65042,5088,15815594
4096,128,4,--WriteBack,--WriteAllocate,--LRU,112576,1330,65042,368,1052274
4096,128,4,--WriteBack,--NoWriteAllocate,--LRU,112576,1502,65042,2893,1609314
4096,128,4,--WriteThrough,--WriteAllocate,--LRU,112576,1330,65042,368,15215654
4096,128,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,1502,65042,2893,15172534
4096,128,8,--WriteBack,--WriteAllocate,--LRU,112576,1014,65042,290,927314
4096,128,8,--WriteBack,--NoWriteAllocate,--LRU,112576,1173,65042,2772,1479514
4096,128,8,--WriteThrough,--WriteAllocate,--LRU,112576,1014,65042,290,15128974
4096,128,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,1173,65042,2772,15100154
4096,128,16,--WriteBack,--WriteAllocate,--LRU,112576,963,65042,303,918074
4096,128,16,--WriteBack,--NoWriteAllocate,--LRU,112576,1115,65042,2807,1472914
4096,128,16,--WriteThrough,--WriteAllocate,--LRU,112576,963,65042,303,15120614
4096,128,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,1115,65042,2807,15087394
4096,128,32,--WriteBack,--WriteAllocate,--LRU,112576,867,65042,291,889034
4096,128,32,--WriteBack,--NoWriteAllocate,--LRU,112576,1019,65042,2795,1444314
4096,128,32,--WriteThrough,--WriteAllocate,--LRU,112576,867,65042,291,15096854
4096,128,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,1019,65042,2795,15066274
4096,256,1,--WriteBack,--WriteAllocate,--LRU,112576,8835,65042,2421,3963094
4096,256,1,--WriteBack,--NoWriteAllocate,--LRU,112576,9184,65042,8582,5024814
4096,256,1,--WriteThrough,--WriteAllocate,--LRU,112576,8835,65042,2421,17318414
4096,256,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,9184,65042,8582,16862574
4096,256,2,--WriteBack,--WriteAllocate,--LRU,112576,5237,65042,820,2282514
4096,256,2,--WriteBack,--NoWriteAllocate,--LRU,112576,5705,65042,6678,3570394
4096,256,2,--WriteThrough,--WriteAllocate,--LRU,112576,5237,65042,820,16174634
4096,256,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,5705,65042,6678,16097194
4096,256,4,--WriteBack,--WriteAllocate,--LRU,112576,2364,65042,403,1345094
4096,256,4,--WriteBack,--NoWriteAllocate,--LRU,112576,2447,65042,3331,1957134
4096,256,4,--WriteThrough,--WriteAllocate,--LRU,112576,2364,65042,403,15450834
4096,256,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,2447,65042,3331,15380434
4096,256,8,--WriteBack,--WriteAllocate,--LRU,112576,1262,65042,236,977694
4096,256,8,--WriteBack,--NoWriteAllocate,--LRU,112576,1372,65042,2625,1504814
4096,256,8,--WriteThrough,--WriteAllocate,--LRU,112576,1262,65042,236,15171654
4096,256,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,1372,65042,2625,15143934
4096,256,16,--WriteBack,--WriteAllocate,--LRU,112576,1254,65042,243,977034
4096,256,16,--WriteBack,--NoWriteAllocate,--LRU,112576,1390,65042,2638,1511194
4096,256,16,--WriteThrough,--WriteAllocate,--LRU,112576,1254,65042,243,15171434
4096,256,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,1390,65042,2638,15147894
4096,512,1,--WriteBack,--WriteAllocate,--LRU,112576,14182,65042,3877,5890514
4096,512,1,--WriteBack,--NoWriteAllocate,--LRU,112576,13123,65042,10504,6347454
4096,512,1,--WriteThrough,--WriteAllocate,--LRU,112576,14182,65042,3877,18815074
4096,512,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,13123,65042,10504,17729154
4096,512,2,--WriteBack,--WriteAllocate,--LRU,112576,6850,65042,1349,2853634
4096,512,2,--WriteBack,--NoWriteAllocate,--LRU,112576,7328,65042,9025,4442474
4096,512,2,--WriteThrough,--WriteAllocate,--LRU,112576,6850,65042,1349,16645874
4096,512,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,7328,65042,9025,16454254
4096,512,4,--WriteBack,--WriteAllocate,--LRU,112576,4750,65042,532,2009494
4096,512,4,--WriteBack,--NoWriteAllocate,--LRU,112576,4634,65042,3012,2435414
4096,512,4,--WriteThrough,--WriteAllocate,--LRU,112576,4750,65042,532,16004134
4096,512,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,4634,65042,3012,15861574
4096,512,8,--WriteBack,--WriteAllocate,--LRU,112576,3823,65042,380,1700614
4096,512,8,--WriteBack,--NoWriteAllocate,--LRU,112576,3673,65042,2835,2138854
4096,512,8,--WriteThrough,--WriteAllocate,--LRU,112576,3823,65042,380,15766754
4096,512,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,3673,65042,2835,15650154
8192,16,1,--WriteBack,--WriteAllocate,--LRU,112576,2316,65042,2228,2086054
8192,16,1,--WriteBack,--NoWriteAllocate,--LRU,112576,3132,65042,5528,2696994
8192,16,1,--WriteThrough,--WriteAllocate,--LRU,112576,2316,65042,2228,15841774
8192,16,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,3132,65042,5528,15531134
8192,16,2,--WriteBack,--WriteAllocate,--LRU,112576,1673,65042,1964,1766394
8192,16,2,--WriteBack,--NoWriteAllocate,--LRU,112576,2032,65042,5083,2238074
8192,16,2,--WriteThrough,--WriteAllocate,--LRU,112576,1673,65042,1964,15642234
8192,16,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,2032,65042,5083,15289134
8192,16,4,--WriteBack,--WriteAllocate,--LRU,112576,1102,65042,1785,1566854
8192,16,4,--WriteBack,--NoWriteAllocate,--LRU,112576,1856,65042,5041,2188354
8192,16,4,--WriteThrough,--WriteAllocate,--LRU,112576,1102,65042,1785,15477234
8192,16,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,1856,65042,5041,15250414
8192,16,8,--WriteBack,--WriteAllocate,--LRU,112576,1093,65042,1784,1571254
8192,16,8,--WriteBack,--NoWriteAllocate,--LRU,112576,1854,65042,5035,2191214
8192,16,8,--WriteThrough,--WriteAllocate,--LRU,112576,1093,65042,1784,15475034
8192,16,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,1854,65042,5035,15249974
8192,16,16,--WriteBack,--WriteAllocate,--LRU,112576,1093,65042,1780,1571034
8192,16,16,--WriteBack,--NoWriteAllocate,--LRU,112576,1854,65042,5036,2192094
8192,16,16,--WriteThrough,--WriteAllocate,--LRU,112576,1093,65042,1780,15474154
8192,16,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,1854,65042,5036,15249974
8192,16,32,--WriteBack,--WriteAllocate,--LRU,112576,1084,65042,1783,1569494
8192,16,32,--WriteBack,--NoWriteAllocate,--LRU,112576,1848,65042,5033,2192314
8192,16,32,--WriteThrough,--WriteAllocate,--LRU,112576,1084,65042,1783,15472834
8192,16,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,1848,65042,5033,15248654
8192,32,1,--WriteBack,--WriteAllocate,--LRU,112576,2160,65042,1377,1748134
8192,32,1,--WriteBack,--NoWriteAllocate,--LRU,112576,2711,65042,4910,2485354
8192,32,1,--WriteThrough,--WriteAllocate,--LRU,112576,2160,65042,1377,15620234
8192,32,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,2711,65042,4910,15438514
8192,32,2,--WriteBack,--WriteAllocate,--LRU,112576,1414,65042,1097,1364454
8192,32,2,--WriteBack,--NoWriteAllocate,--LRU,112576,1548,65042,4460,1983534
8192,32,2,--WriteThrough,--WriteAllocate,--LRU,112576,1414,65042,1097,15394514
8192,32,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,1548,65042,4460,15182654
8192,32,4,--WriteBack,--WriteAllocate,--LRU,112576,803,65042,882,1130374
8192,32,4,--WriteBack,--NoWriteAllocate,--LRU,112576,1249,65042,3559,1718654
8192,32,4,--WriteThrough,--WriteAllocate,--LRU,112576,803,65042,882,15212794
8192,32,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,1249,65042,3559,15116874
8192,32,8,--WriteBack,--WriteAllocate,--LRU,112576,792,65042,882,1133234
8192,32,8,--WriteBack,--NoWriteAllocate,--LRU,112576,1231,65042,3549,1716014
8192,32,8,--WriteThrough,--WriteAllocate,--LRU,112576,792,65042,882,15210374
8192,32,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,1231,65042,3549,15112914
8192,32,16,--WriteBack,--WriteAllocate,--LRU,112576,779,65042,877,1128394
8192,32,16,--WriteBack,--NoWriteAllocate,--LRU,112576,1220,65042,3549,1714694
8192,32,16,--WriteThrough,--WriteAllocate,--LRU,112576,779,65042,877,15206414
8192,32,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,1220,65042,3549,15110494
8192,32,32,--WriteBack,--WriteAllocate,--LRU,112576,774,65042,878,1126634
8192,32,32,--WriteBack,--NoWriteAllocate,--LRU,112576,1213,65042,3548,1711174
8192,32,32,--WriteThrough,--WriteAllocate,--LRU,112576,774,65042,878,15205534
8192,32,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,1213,65042,3548,15108954
8192,64,1,--WriteBack,--WriteAllocate,--LRU,112576,2016,65042,1140,1616574
8192,64,1,--WriteBack,--NoWriteAllocate,--LRU,112576,2665,65042,5196,2539694
8192,64,1,--WriteThrough,--WriteAllocate,--LRU,112576,2016,65042,1140,15536414
8192,64,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,2665,65042,5196,15428394
8192,64,2,--WriteBack,--WriteAllocate,--LRU,112576,1420,65042,682,1194394
8192,64,2,--WriteBack,--NoWriteAllocate,--LRU,112576,1477,65042,4615,1974514
8192,64,2,--WriteThrough,--WriteAllocate,--LRU,112576,1420,65042,682,15304534
8192,64,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,1477,65042,4615,15167034
8192,64,4,--WriteBack,--WriteAllocate,--LRU,112576,576,65042,462,894534
8192,64,4,--WriteBack,--NoWriteAllocate,--LRU,112576,817,65042,2962,1449814
8192,64,4,--WriteThrough,--WriteAllocate,--LRU,112576,576,65042,462,15070454
8192,64,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,817,65042,2962,15021834
8192,64,8,--WriteBack,--WriteAllocate,--LRU,112576,569,65042,458,893654
8192,64,8,--WriteBack,--NoWriteAllocate,--LRU,112576,815,65042,2952,1448934
8192,64,8,--WriteThrough,--WriteAllocate,--LRU,112576,569,65042,458,15068034
8192,64,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,815,65042,2952,15021394
8192,64,16,--WriteBack,--WriteAllocate,--LRU,112576,537,65042,455,885734
8192,64,16,--WriteBack,--NoWriteAllocate,--LRU,112576,779,65042,2948,1440574
8192,64,16,--WriteThrough,--WriteAllocate,--LRU,112576,537,65042,455,15060334
8192,64,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,779,65042,2948,15013474
8192,64,32,--WriteBack,--WriteAllocate,--LRU,112576,528,65042,455,882654
8192,64,32,--WriteBack,--NoWriteAllocate,--LRU,112576,775,65042,2948,1439034
8192,64,32,--WriteThrough,--WriteAllocate,--LRU,112576,528,65042,455,15058354
8192,64,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,775,65042,2948,15012594
8192,128,1,--WriteBack,--WriteAllocate,--LRU,112576,2691,65042,1129,1827334
8192,128,1,--WriteBack,--NoWriteAllocate,--LRU,112576,3283,65042,6124,2943834
8192,128,1,--WriteThrough,--WriteAllocate,--LRU,112576,2691,65042,1129,15682494
8192,128,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,3283,65042,6124,15564354
8192,128,2,--WriteBack,--WriteAllocate,--LRU,112576,1772,65042,406,1165354
8192,128,2,--WriteBack,--NoWriteAllocate,--LRU,112576,1858,65042,4245,1975394
8192,128,2,--WriteThrough,--WriteAllocate,--LRU,112576,1772,65042,406,15321254
8192,128,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,1858,65042,4245,15250854
8192,128,4,--WriteBack,--WriteAllocate,--LRU,112576,491,65042,255,779914
8192,128,4,--WriteBack,--NoWriteAllocate,--LRU,112576,624,65042,2600,1301534
8192,128,4,--WriteThrough,--WriteAllocate,--LRU,112576,491,65042,255,15006214
8192,128,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,624,65042,2600,14979374
8192,128,8,--WriteBack,--WriteAllocate,--LRU,112576,428,65042,246,760774
8192,128,8,--WriteBack,--NoWriteAllocate,--LRU,112576,560,65042,2618,1288554
8192,128,8,--WriteThrough,--WriteAllocate,--LRU,112576,428,65042,246,14990374
8192,128,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,560,65042,2618,14965294
8192,128,16,--WriteBack,--WriteAllocate,--LRU,112576,388,65042,242,749114
8192,128,16,--WriteBack,--NoWriteAllocate,--LRU,112576,523,65042,2581,1271174
8192,128,16,--WriteThrough,--WriteAllocate,--LRU,112576,388,65042,242,14980694
8192,128,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,523,65042,2581,14957154
8192,128,32,--WriteBack,--WriteAllocate,--LRU,112576,389,65042,243,749774
8192,128,32,--WriteBack,--NoWriteAllocate,--LRU,112576,522,65042,2594,1273594
8192,128,32,--WriteThrough,--WriteAllocate,--LRU,112576,389,65042,243,14981134
8192,128,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,522,65042,2594,14956934
8192,256,1,--WriteBack,--WriteAllocate,--LRU,112576,3326,65042,1124,1987934
8192,256,1,--WriteBack,--NoWriteAllocate,--LRU,112576,3939,65042,6272,3129514
8192,256,1,--WriteThrough,--WriteAllocate,--LRU,112576,3326,65042,1124,15821094
8192,256,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,3939,65042,6272,15708674
8192,256,2,--WriteBack,--WriteAllocate,--LRU,112576,2014,65042,340,1203414
8192,256,2,--WriteBack,--NoWriteAllocate,--LRU,112576,2047,65042,4079,1983094
8192,256,2,--WriteThrough,--WriteAllocate,--LRU,112576,2014,65042,340,15359974
8192,256,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,2047,65042,4079,15292434
8192,256,4,--WriteBack,--WriteAllocate,--LRU,112576,923,65042,215,880894
8192,256,4,--WriteBack,--NoWriteAllocate,--LRU,112576,972,65042,2743,1421434
8192,256,4,--WriteThrough,--WriteAllocate,--LRU,112576,923,65042,215,15092454
8192,256,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,972,65042,2743,15055934
8192,256,8,--WriteBack,--WriteAllocate,--LRU,112576,376,65042,138,697634
8192,256,8,--WriteBack,--NoWriteAllocate,--LRU,112576,461,65042,2380,1197694
8192,256,8,--WriteThrough,--WriteAllocate,--LRU,112576,376,65042,138,14955174
8192,256,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,461,65042,2380,14943514
8192,256,16,--WriteBack,--WriteAllocate,--LRU,112576,343,65042,139,688614
8192,256,16,--WriteBack,--NoWriteAllocate,--LRU,112576,427,65042,2381,1188674
8192,256,16,--WriteThrough,--WriteAllocate,--LRU,112576,343,65042,139,14948134
8192,256,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,427,65042,2381,14936034
8192,256,32,--WriteBack,--WriteAllocate,--LRU,112576,346,65042,139,690374
8192,256,32,--WriteBack,--NoWriteAllocate,--LRU,112576,431,65042,2380,1189554
8192,256,32,--WriteThrough,--WriteAllocate,--LRU,112576,346,65042,139,14948794
8192,256,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,431,65042,2380,14936914
8192,512,1,--WriteBack,--WriteAllocate,--LRU,112576,6055,65042,1775,3017534
8192,512,1,--WriteBack,--NoWriteAllocate,--LRU,112576,6180,65042,7519,3955834
8192,512,1,--WriteThrough,--WriteAllocate,--LRU,112576,6055,65042,1775,16564694
8192,512,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,6180,65042,7519,16201694
8192,512,2,--WriteBack,--WriteAllocate,--LRU,112576,4600,65042,558,2025114
8192,512,2,--WriteBack,--NoWriteAllocate,--LRU,112576,4911,65042,6427,3283734
8192,512,2,--WriteThrough,--WriteAllocate,--LRU,112576,4600,65042,558,15976854
8192,512,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,4911,65042,6427,15922514
8192,512,4,--WriteBack,--WriteAllocate,--LRU,112576,3083,65042,203,1442114
8192,512,4,--WriteBack,--NoWriteAllocate,--LRU,112576,3125,65042,2542,1930294
8192,512,4,--WriteThrough,--WriteAllocate,--LRU,112576,3083,65042,203,15565014
8192,512,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,3125,65042,2542,15529594
8192,512,8,--WriteBack,--WriteAllocate,--LRU,112576,593,65042,92,730194
8192,512,8,--WriteBack,--NoWriteAllocate,--LRU,112576,632,65042,2128,1176794
8192,512,8,--WriteThrough,--WriteAllocate,--LRU,112576,593,65042,92,14992794
8192,512,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,632,65042,2128,14981134
8192,512,16,--WriteBack,--WriteAllocate,--LRU,112576,502,65042,85,702254
8192,512,16,--WriteBack,--NoWriteAllocate,--LRU,112576,535,65042,2063,1135434
8192,512,16,--WriteThrough,--WriteAllocate,--LRU,112576,502,65042,85,14971234
8192,512,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,535,65042,2063,14959794
16384,16,1,--WriteBack,--WriteAllocate,--LRU,112576,978,65042,1783,1397454
16384,16,1,--WriteBack,--NoWriteAllocate,--LRU,112576,1887,65042,4883,2115094
16384,16,1,--WriteThrough,--WriteAllocate,--LRU,112576,978,65042,1783,15449514
16384,16,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,1887,65042,4883,15257234
16384,16,2,--WriteBack,--WriteAllocate,--LRU,112576,616,65042,1698,1260614
16384,16,2,--WriteBack,--NoWriteAllocate,--LRU,112576,1514,65042,4736,1965054
16384,16,2,--WriteThrough,--WriteAllocate,--LRU,112576,616,65042,1698,15351174
16384,16,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,1514,65042,4736,15175174
16384,16,4,--WriteBack,--WriteAllocate,--LRU,112576,458,65042,1671,1192634
16384,16,4,--WriteBack,--NoWriteAllocate,--LRU,112576,1388,65042,4949,1961314
16384,16,4,--WriteThrough,--WriteAllocate,--LRU,112576,458,65042,1671,15310474
16384,16,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,1388,65042,4949,15147454
16384,16,8,--WriteBack,--WriteAllocate,--LRU,112576,423,65042,1662,1172394
16384,16,8,--WriteBack,--NoWriteAllocate,--LRU,112576,1355,65042,4321,1803574
16384,16,8,--WriteThrough,--WriteAllocate,--LRU,112576,423,65042,1662,15300794
16384,16,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,1355,65042,4321,15140194
16384,16,16,--WriteBack,--WriteAllocate,--LRU,112576,415,65042,1661,1169754
16384,16,16,--WriteBack,--NoWriteAllocate,--LRU,112576,1352,65042,4321,1800934
16384,16,16,--WriteThrough,--WriteAllocate,--LRU,112576,415,65042,1661,15298814
16384,16,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,1352,65042,4321,15139534
16384,16,32,--WriteBack,--WriteAllocate,--LRU,112576,414,65042,1660,1168874
16384,16,32,--WriteBack,--NoWriteAllocate,--LRU,112576,1351,65042,4321,1797634
16384,16,32,--WriteThrough,--WriteAllocate,--LRU,112576,414,65042,1660,15298374
16384,16,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,1351,65042,4321,15139314
16384,32,1,--WriteBack,--WriteAllocate,--LRU,112576,816,65042,943,1079554
16384,32,1,--WriteBack,--NoWriteAllocate,--LRU,112576,1310,65042,3724,1715354
16384,32,1,--WriteThrough,--WriteAllocate,--LRU,112576,816,65042,943,15229074
16384,32,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,1310,65042,3724,15130294
16384,32,2,--WriteBack,--WriteAllocate,--LRU,112576,437,65042,872,950414
16384,32,2,--WriteBack,--NoWriteAllocate,--LRU,112576,932,65042,3565,1573234
16384,32,2,--WriteThrough,--WriteAllocate,--LRU,112576,437,65042,872,15130074
16384,32,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,932,65042,3565,15047134
16384,32,4,--WriteBack,--WriteAllocate,--LRU,112576,326,65042,858,905094
16384,32,4,--WriteBack,--NoWriteAllocate,--LRU,112576,821,65042,3531,1523514
16384,32,4,--WriteThrough,--WriteAllocate,--LRU,112576,326,65042,858,15102574
16384,32,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,821,65042,3531,15022714
16384,32,8,--WriteBack,--WriteAllocate,--LRU,112576,294,65042,855,889034
16384,32,8,--WriteBack,--NoWriteAllocate,--LRU,112576,786,65042,3527,1503934
16384,32,8,--WriteThrough,--WriteAllocate,--LRU,112576,294,65042,855,15094874
16384,32,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,786,65042,3527,15015014
16384,32,16,--WriteBack,--WriteAllocate,--LRU,112576,290,65042,853,887054
16384,32,16,--WriteBack,--NoWriteAllocate,--LRU,112576,784,65042,3523,1502394
16384,32,16,--WriteThrough,--WriteAllocate,--LRU,112576,290,65042,853,15093554
16384,32,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,784,65042,3523,15014574
16384,32,32,--WriteBack,--WriteAllocate,--LRU,112576,287,65042,854,887274
16384,32,32,--WriteBack,--NoWriteAllocate,--LRU,112576,783,65042,3523,1500634
16384,32,32,--WriteThrough,--WriteAllocate,--LRU,112576,287,65042,854,15093114
16384,32,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,783,65042,3523,15014354
16384,64,1,--WriteBack,--WriteAllocate,--LRU,112576,753,65042,528,924894
16384,64,1,--WriteBack,--NoWriteAllocate,--LRU,112576,1023,65042,3154,1510314
16384,64,1,--WriteThrough,--WriteAllocate,--LRU,112576,753,65042,528,15123914
16384,64,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,1023,65042,3154,15067154
16384,64,2,--WriteBack,--WriteAllocate,--LRU,112576,341,65042,459,792014
16384,64,2,--WriteBack,--NoWriteAllocate,--LRU,112576,616,65042,3013,1373034
16384,64,2,--WriteThrough,--WriteAllocate,--LRU,112576,341,65042,459,15018094
16384,64,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,616,65042,3013,14977614
16384,64,4,--WriteBack,--WriteAllocate,--LRU,112576,245,65042,440,752634
16384,64,4,--WriteBack,--NoWriteAllocate,--LRU,112576,520,65042,2933,1322434
16384,64,4,--WriteThrough,--WriteAllocate,--LRU,112576,245,65042,440,14992794
16384,64,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,520,65042,2933,14956494
16384,64,8,--WriteBack,--WriteAllocate,--LRU,112576,217,65042,439,739434
16384,64,8,--WriteBack,--NoWriteAllocate,--LRU,112576,486,65042,2931,1306154
16384,64,8,--WriteThrough,--WriteAllocate,--LRU,112576,217,65042,439,14986414
16384,64,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,486,65042,2931,14949014
16384,64,16,--WriteBack,--WriteAllocate,--LRU,112576,213,65042,439,737454
16384,64,16,--WriteBack,--NoWriteAllocate,--LRU,112576,479,65042,2933,1304614
16384,64,16,--WriteThrough,--WriteAllocate,--LRU,112576,213,65042,439,14985534
16384,64,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,479,65042,2933,14947474
16384,64,32,--WriteBack,--WriteAllocate,--LRU,112576,211,65042,440,737894
16384,64,32,--WriteBack,--NoWriteAllocate,--LRU,112576,477,65042,2928,1302414
16384,64,32,--WriteThrough,--WriteAllocate,--LRU,112576,211,65042,440,14985314
16384,64,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,477,65042,2928,14947034
16384,128,1,--WriteBack,--WriteAllocate,--LRU,112576,871,65042,340,890574
16384,128,1,--WriteBack,--NoWriteAllocate,--LRU,112576,986,65042,2834,1424954
16384,128,1,--WriteThrough,--WriteAllocate,--LRU,112576,871,65042,340,15108514
16384,128,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,986,65042,2834,15059014
16384,128,2,--WriteBack,--WriteAllocate,--LRU,112576,313,65042,249,714134
16384,128,2,--WriteBack,--NoWriteAllocate,--LRU,112576,473,65042,2680,1262814
16384,128,2,--WriteThrough,--WriteAllocate,--LRU,112576,313,65042,249,14965734
16384,128,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,473,65042,2680,14946154
16384,128,4,--WriteBack,--WriteAllocate,--LRU,112576,180,65042,228,664634
16384,128,4,--WriteBack,--NoWriteAllocate,--LRU,112576,332,65042,2554,1191534
16384,128,4,--WriteThrough,--WriteAllocate,--LRU,112576,180,65042,228,14931854
16384,128,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,332,65042,2554,14915134
16384,128,8,--WriteBack,--WriteAllocate,--LRU,112576,161,65042,228,657814
16384,128,8,--WriteBack,--NoWriteAllocate,--LRU,112576,310,65042,2566,1185814
16384,128,8,--WriteThrough,--WriteAllocate,--LRU,112576,161,65042,228,14927674
16384,128,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,310,65042,2566,14910294
16384,128,16,--WriteBack,--WriteAllocate,--LRU,112576,160,65042,227,657374
16384,128,16,--WriteBack,--NoWriteAllocate,--LRU,112576,304,65042,2562,1182734
16384,128,16,--WriteThrough,--WriteAllocate,--LRU,112576,160,65042,227,14927234
16384,128,16,--WriteThrough,--NoWriteAllocate,--LRU,112576,304,65042,2562,14908974
16384,128,32,--WriteBack,--WriteAllocate,--LRU,112576,157,65042,227,656054
16384,128,32,--WriteBack,--NoWriteAllocate,--LRU,112576,297,65042,2563,1179874
16384,128,32,--WriteThrough,--WriteAllocate,--LRU,112576,157,65042,227,14926574
16384,128,32,--WriteThrough,--NoWriteAllocate,--LRU,112576,297,65042,2563,14907434
16384,256,1,--WriteBack,--WriteAllocate,--LRU,112576,1315,65042,297,995514
16384,256,1,--WriteBack,--NoWriteAllocate,--LRU,112576,1321,65042,2615,1460154
16384,256,1,--WriteThrough,--WriteAllocate,--LRU,112576,1315,65042,297,15196734
16384,256,1,--WriteThrough,--NoWriteAllocate,--LRU,112576,1321,65042,2615,15132714
16384,256,2,--WriteBack,--WriteAllocate,--LRU,112576,371,65042,157,697414
16384,256,2,--WriteBack,--NoWriteAllocate,--LRU,112576,479,65042,2509,1224974
16384,256,2,--WriteThrough,--WriteAllocate,--LRU,112576,371,65042,157,14958254
16384,256,2,--WriteThrough,--NoWriteAllocate,--LRU,112576,479,65042,2509,14947474
16384,256,4,--WriteBack,--WriteAllocate,--LRU,112576,150,65042,126,622614
16384,256,4,--WriteBack,--NoWriteAllocate,--LRU,112576,238,65042,2304,1112554
16384,256,4,--WriteThrough,--WriteAllocate,--LRU,112576,150,65042,126,14902814
16384,256,4,--WriteThrough,--NoWriteAllocate,--LRU,112576,238,65042,2304,14894454
16384,256,8,--WriteBack,--WriteAllocate,--LRU,112576,131,65042,124,616454
16384,256,8,--WriteBack,--NoWriteAllocate,--LRU,112576,221,65042,2300,1106834
16384,256,8,--WriteThrough,--WriteAllocate,--LRU,112576,131,65042,124,14898194
16384,256,8,--WriteThrough,--NoWriteAllocate,--LRU,112576,221,65042,2300,14890714
16384,256,16,--WriteBack,--WriteAllocate,--LRU,112576,125,65042,124,614694
16384,256,16,--WriteBack,--NoWriteAllocate,--LRU,112576,218,65042,2299,1105514
16384,256,16,--WriteThrough,--WriteAllocate,--LRU,112576,125,65042,124,14896874
