CacheSize,BlockSize,Associativity,WritePolicy,WriteMissPolicy,EvictPolicy,TotalReads,ReadMisses,TotalWrites,WriteMisses,TotalLatency
1024,128,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,12034,196758,11679,47347423
1024,128,4,--WriteBack,--WriteAllocate,--LRU,274303,8775,196758,2788,5108303
1024,128,4,--WriteBack,--NoWriteAllocate,--LRU,274303,9892,196758,11252,6869183
1024,128,4,--WriteThrough,--WriteAllocate,--LRU,274303,8775,196758,2788,47243803
1024,128,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,9892,196758,11252,46876183
1024,128,8,--WriteBack,--WriteAllocate,--LRU,274303,8119,196758,2643,4894683
1024,128,8,--WriteBack,--NoWriteAllocate,--LRU,274303,9196,196758,10542,6538083
1024,128,8,--WriteThrough,--WriteAllocate,--LRU,274303,8119,196758,2643,47067583
1024,128,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,9196,196758,10542,46723063
1024,256,1,--WriteBack,--WriteAllocate,--LRU,274303,33294,196758,8348,14150743
1024,256,1,--WriteBack,--NoWriteAllocate,--LRU,274303,35888,196758,18682,15837923
1024,256,1,--WriteThrough,--WriteAllocate,--LRU,274303,33294,196758,8348,53861183
1024,256,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,35888,196758,18682,52595303
1024,256,2,--WriteBack,--WriteAllocate,--LRU,274303,15770,196758,3549,7136923
1024,256,2,--WriteBack,--NoWriteAllocate,--LRU,274303,16472,196758,11978,8594423
1024,256,2,--WriteThrough,--WriteAllocate,--LRU,274303,15770,196758,3549,48950123
1024,256,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,16472,196758,11978,48323783
1024,256,4,--WriteBack,--WriteAllocate,--LRU,274303,13317,196758,3191,6411363
1024,256,4,--WriteBack,--NoWriteAllocate,--LRU,274303,14432,196758,12074,8164323
1024,256,4,--WriteThrough,--WriteAllocate,--LRU,274303,13317,196758,3191,48331703
1024,256,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,14432,196758,12074,47874983
1024,512,1,--WriteBack,--WriteAllocate,--LRU,274303,47461,196758,11359,19053003
1024,512,1,--WriteBack,--NoWriteAllocate,--LRU,274303,49694,196758,22874,20404023
1024,512,1,--WriteThrough,--WriteAllocate,--LRU,274303,47461,196758,11359,57640343
1024,512,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,49694,196758,22874,55632623
1024,512,2,--WriteBack,--WriteAllocate,--LRU,274303,29621,196758,7339,12075263
1024,512,2,--WriteBack,--NoWriteAllocate,--LRU,274303,29154,196758,18002,13012243
1024,512,2,--WriteThrough,--WriteAllocate,--LRU,274303,29621,196758,7339,52831143
1024,512,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,29154,196758,18002,51113823
2048,16,1,--WriteBack,--WriteAllocate,--LRU,274303,9631,196758,6457,6962903
2048,16,1,--WriteBack,--NoWriteAllocate,--LRU,274303,12574,196758,12041,7954223
2048,16,1,--WriteThrough,--WriteAllocate,--LRU,274303,9631,196758,6457,48239303
2048,16,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,12574,196758,12041,47466223
2048,16,2,--WriteBack,--WriteAllocate,--LRU,274303,4621,196758,3666,4298483
2048,16,2,--WriteBack,--NoWriteAllocate,--LRU,274303,6058,196758,7934,5018103
2048,16,2,--WriteThrough,--WriteAllocate,--LRU,274303,4621,196758,3666,46523083
2048,16,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,6058,196758,7934,46032703
2048,16,4,--WriteBack,--WriteAllocate,--LRU,274303,3492,196758,3241,3797983
2048,16,4,--WriteBack,--NoWriteAllocate,--LRU,274303,4722,196758,7252,4451163
2048,16,4,--WriteThrough,--WriteAllocate,--LRU,274303,3492,196758,3241,46181203
2048,16,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,4722,196758,7252,45738783
2048,16,8,--WriteBack,--WriteAllocate,--LRU,274303,3293,196758,3191,3719883
2048,16,8,--WriteBack,--NoWriteAllocate,--LRU,274303,4470,196758,7130,4349083
2048,16,8,--WriteThrough,--WriteAllocate,--LRU,274303,3293,196758,3191,46126423
2048,16,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,4470,196758,7130,45683343
2048,16,16,--WriteBack,--WriteAllocate,--LRU,274303,3263,196758,3136,3686663
2048,16,16,--WriteBack,--NoWriteAllocate,--LRU,274303,4446,196758,7122,4341383
2048,16,16,--WriteThrough,--WriteAllocate,--LRU,274303,3263,196758,3136,46107723
2048,16,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,4446,196758,7122,45678063
2048,16,32,--WriteBack,--WriteAllocate,--LRU,274303,3235,196758,3135,3676323
2048,16,32,--WriteBack,--NoWriteAllocate,--LRU,274303,4421,196758,7120,4330823
2048,16,32,--WriteThrough,--WriteAllocate,--LRU,274303,3235,196758,3135,46101343
2048,16,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,4421,196758,7120,45672563
2048,32,1,--WriteBack,--WriteAllocate,--LRU,274303,9076,196758,4401,5948703
2048,32,1,--WriteBack,--NoWriteAllocate,--LRU,274303,11067,196758,12251,7556683
2048,32,1,--WriteThrough,--WriteAllocate,--LRU,274303,9076,196758,4401,47664883
2048,32,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,11067,196758,12251,47134683
2048,32,2,--WriteBack,--WriteAllocate,--LRU,274303,3887,196758,2208,3484703
2048,32,2,--WriteBack,--NoWriteAllocate,--LRU,274303,4747,196758,7714,4579643
2048,32,2,--WriteThrough,--WriteAllocate,--LRU,274303,3887,196758,2208,46040843
2048,32,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,4747,196758,7714,45744283
2048,32,4,--WriteBack,--WriteAllocate,--LRU,274303,2781,196758,1873,3022043
2048,32,4,--WriteBack,--NoWriteAllocate,--LRU,274303,3505,196758,6998,4040643
2048,32,4,--WriteThrough,--WriteAllocate,--LRU,274303,2781,196758,1873,45723823
2048,32,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,3505,196758,6998,45471043
2048,32,8,--WriteBack,--WriteAllocate,--LRU,274303,2440,196758,1809,2894003
2048,32,8,--WriteBack,--NoWriteAllocate,--LRU,274303,3120,196758,6727,3860023
2048,32,8,--WriteThrough,--WriteAllocate,--LRU,274303,2440,196758,1809,45634723
2048,32,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,3120,196758,6727,45386343
2048,32,16,--WriteBack,--WriteAllocate,--LRU,274303,2340,196758,1731,2835043
2048,32,16,--WriteBack,--NoWriteAllocate,--LRU,274303,3006,196758,6659,3812503
2048,32,16,--WriteThrough,--WriteAllocate,--LRU,274303,2340,196758,1731,45595563
2048,32,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,3006,196758,6659,45361263
2048,32,32,--WriteBack,--WriteAllocate,--LRU,274303,2316,196758,1712,2820963
2048,32,32,--WriteBack,--NoWriteAllocate,--LRU,274303,2975,196758,6634,3797983
2048,32,32,--WriteThrough,--WriteAllocate,--LRU,274303,2316,196758,1712,45586103
2048,32,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,2975,196758,6634,45354443
2048,64,1,--WriteBack,--WriteAllocate,--LRU,274303,9500,196758,3439,5619803
2048,64,1,--WriteBack,--NoWriteAllocate,--LRU,274303,10692,196758,11815,7278163
2048,64,1,--WriteThrough,--WriteAllocate,--LRU,274303,9500,196758,3439,47546523
2048,64,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,10692,196758,11815,47052183
2048,64,2,--WriteBack,--WriteAllocate,--LRU,274303,4193,196758,1657,3341923
2048,64,2,--WriteBack,--NoWriteAllocate,--LRU,274303,4839,196758,7874,4656203
2048,64,2,--WriteThrough,--WriteAllocate,--LRU,274303,4193,196758,1657,45986943
2048,64,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,4839,196758,7874,45764523
2048,64,4,--WriteBack,--WriteAllocate,--LRU,274303,2574,196758,1233,2700183
2048,64,4,--WriteBack,--NoWriteAllocate,--LRU,274303,3132,196758,7059,3951103
2048,64,4,--WriteThrough,--WriteAllocate,--LRU,274303,2574,196758,1233,45537483
2048,64,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,3132,196758,7059,45388983
2048,64,8,--WriteBack,--WriteAllocate,--LRU,274303,2321,196758,1147,2579403
2048,64,8,--WriteBack,--NoWriteAllocate,--LRU,274303,2858,196758,6659,3765203
2048,64,8,--WriteThrough,--WriteAllocate,--LRU,274303,2321,196758,1147,45462903
2048,64,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,2858,196758,6659,45328703
2048,64,16,--WriteBack,--WriteAllocate,--LRU,274303,2228,196758,1104,2532103
2048,64,16,--WriteBack,--NoWriteAllocate,--LRU,274303,2737,196758,6368,3657623
2048,64,16,--WriteThrough,--WriteAllocate,--LRU,274303,2228,196758,1104,45432983
2048,64,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,2737,196758,6368,45302083
2048,64,32,--WriteBack,--WriteAllocate,--LRU,274303,2249,196758,1059,2515603
2048,64,32,--WriteBack,--NoWriteAllocate,--LRU,274303,2669,196758,6266,3612523
2048,64,32,--WriteThrough,--WriteAllocate,--LRU,274303,2249,196758,1059,45427703
2048,64,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,2669,196758,6266,45287123
2048,128,1,--WriteBack,--WriteAllocate,--LRU,274303,11489,196758,3245,6038903
2048,128,1,--WriteBack,--NoWriteAllocate,--LRU,274303,12167,196758,10924,7392123
2048,128,1,--WriteThrough,--WriteAllocate,--LRU,274303,11489,196758,3245,47941423
2048,128,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,12167,196758,10924,47376683
2048,128,2,--WriteBack,--WriteAllocate,--LRU,274303,5385,196758,1560,3624403
2048,128,2,--WriteBack,--NoWriteAllocate,--LRU,274303,5792,196758,7828,4900183
2048,128,2,--WriteThrough,--WriteAllocate,--LRU,274303,5385,196758,1560,46227843
2048,128,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,5792,196758,7828,45974183
2048,128,4,--WriteBack,--WriteAllocate,--LRU,274303,3231,196758,1018,2832183
2048,128,4,--WriteBack,--NoWriteAllocate,--LRU,274303,3684,196758,6650,4063743
2048,128,4,--WriteThrough,--WriteAllocate,--LRU,274303,3231,196758,1018,45634723
2048,128,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,3684,196758,6650,45510423
2048,128,8,--WriteBack,--WriteAllocate,--LRU,274303,2841,196758,907,2629563
2048,128,8,--WriteBack,--NoWriteAllocate,--LRU,274303,3294,196758,6496,3865523
2048,128,8,--WriteThrough,--WriteAllocate,--LRU,274303,2841,196758,907,45524503
2048,128,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,3294,196758,6496,45424623
2048,128,16,--WriteBack,--WriteAllocate,--LRU,274303,2606,196758,870,2555643
2048,128,16,--WriteBack,--NoWriteAllocate,--LRU,274303,3041,196758,6360,3770043
2048,128,16,--WriteThrough,--WriteAllocate,--LRU,274303,2606,196758,870,45464663
2048,128,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,3041,196758,6360,45368963
2048,256,1,--WriteBack,--WriteAllocate,--LRU,274303,15588,196758,3790,7316883
2048,256,1,--WriteBack,--NoWriteAllocate,--LRU,274303,15945,196758,11652,8492123
2048,256,1,--WriteThrough,--WriteAllocate,--LRU,274303,15588,196758,3790,48963103
2048,256,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,15945,196758,11652,48207843
2048,256,2,--WriteBack,--WriteAllocate,--LRU,274303,7348,196758,1790,4204763
2048,256,2,--WriteBack,--NoWriteAllocate,--LRU,274303,7606,196758,8609,5513763
2048,256,2,--WriteThrough,--WriteAllocate,--LRU,274303,7348,196758,1790,46710303
2048,256,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,7606,196758,8609,46373263
2048,256,4,--WriteBack,--WriteAllocate,--LRU,274303,5086,196758,1239,3403303
2048,256,4,--WriteBack,--NoWriteAllocate,--LRU,274303,5425,196758,7612,4731443
2048,256,4,--WriteThrough,--WriteAllocate,--LRU,274303,5086,196758,1239,46091443
2048,256,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,5425,196758,7612,45893443
2048,256,8,--WriteBack,--WriteAllocate,--LRU,274303,4331,196758,1096,3107843
2048,256,8,--WriteBack,--NoWriteAllocate,--LRU,274303,4797,196758,7461,4479983
2048,256,8,--WriteThrough,--WriteAllocate,--LRU,274303,4331,196758,1096,45893883
2048,256,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,4797,196758,7461,45755283
2048,512,1,--WriteBack,--WriteAllocate,--LRU,274303,25122,196758,6061,10827643
2048,512,1,--WriteBack,--NoWriteAllocate,--LRU,274303,25255,196758,15115,11807523
2048,512,1,--WriteThrough,--WriteAllocate,--LRU,274303,25122,196758,6061,51560203
2048,512,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,25255,196758,15115,50256043
2048,512,2,--WriteBack,--WriteAllocate,--LRU,274303,11999,196758,2500,5666883
2048,512,2,--WriteBack,--NoWriteAllocate,--LRU,274303,12385,196758,10158,7035723
2048,512,2,--WriteThrough,--WriteAllocate,--LRU,274303,11999,196758,2500,47889723
2048,512,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,12385,196758,10158,47424643
2048,512,4,--WriteBack,--WriteAllocate,--LRU,274303,10147,196758,2123,5121943
2048,512,4,--WriteBack,--NoWriteAllocate,--LRU,274303,10600,196758,9991,6666123
2048,512,4,--WriteThrough,--WriteAllocate,--LRU,274303,10147,196758,2123,47399343
2048,512,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,10600,196758,9991,47031943
4096,16,1,--WriteBack,--WriteAllocate,--LRU,274303,5416,196758,4140,4715603
4096,16,1,--WriteBack,--NoWriteAllocate,--LRU,274303,7104,196758,8562,5455903
4096,16,1,--WriteThrough,--WriteAllocate,--LRU,274303,5416,196758,4140,46802263
4096,16,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,7104,196758,8562,46262823
4096,16,2,--WriteBack,--WriteAllocate,--LRU,274303,3019,196758,2863,3478103
4096,16,2,--WriteBack,--NoWriteAllocate,--LRU,274303,4131,196758,6784,4153943
4096,16,2,--WriteThrough,--WriteAllocate,--LRU,274303,3019,196758,2863,45993983
4096,16,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,4131,196758,6784,45608763
4096,16,4,--WriteBack,--WriteAllocate,--LRU,274303,2280,196758,2619,3155363
4096,16,4,--WriteBack,--NoWriteAllocate,--LRU,274303,3306,196758,6384,3801063
4096,16,4,--WriteThrough,--WriteAllocate,--LRU,274303,2280,196758,2619,45777723
4096,16,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,3306,196758,6384,45427263
4096,16,8,--WriteBack,--WriteAllocate,--LRU,274303,2190,196758,2578,3111803
4096,16,8,--WriteBack,--NoWriteAllocate,--LRU,274303,3210,196758,6341,3763883
4096,16,8,--WriteThrough,--WriteAllocate,--LRU,274303,2190,196758,2578,45748903
4096,16,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,3210,196758,6341,45406143
4096,16,16,--WriteBack,--WriteAllocate,--LRU,274303,2187,196758,2578,3109603
4096,16,16,--WriteBack,--NoWriteAllocate,--LRU,274303,3211,196758,6355,3765643
4096,16,16,--WriteThrough,--WriteAllocate,--LRU,274303,2187,196758,2578,45748243
4096,16,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,3211,196758,6355,45406363
4096,16,32,--WriteBack,--WriteAllocate,--LRU,274303,2207,196758,2574,3111803
4096,16,32,--WriteBack,--NoWriteAllocate,--LRU,274303,3226,196758,6347,3767843
4096,16,32,--WriteThrough,--WriteAllocate,--LRU,274303,2207,196758,2574,45751763
4096,16,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,3226,196758,6347,45409663
4096,32,1,--WriteBack,--WriteAllocate,--LRU,274303,4717,196758,2598,3880483
4096,32,1,--WriteBack,--NoWriteAllocate,--LRU,274303,5789,196758,8279,5018103
4096,32,1,--WriteThrough,--WriteAllocate,--LRU,274303,4717,196758,2598,46309243
4096,32,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,5789,196758,8279,45973523
4096,32,2,--WriteBack,--WriteAllocate,--LRU,274303,2315,196758,1568,2750783
4096,32,2,--WriteBack,--NoWriteAllocate,--LRU,274303,2961,196758,6387,3733083
4096,32,2,--WriteThrough,--WriteAllocate,--LRU,274303,2315,196758,1568,45554203
4096,32,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,2961,196758,6387,45351363
4096,32,4,--WriteBack,--WriteAllocate,--LRU,274303,1618,196758,1367,2454003
4096,32,4,--WriteBack,--NoWriteAllocate,--LRU,274303,2193,196758,5914,3381743
4096,32,4,--WriteThrough,--WriteAllocate,--LRU,274303,1618,196758,1367,45356643
4096,32,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,2193,196758,5914,45182403
4096,32,8,--WriteBack,--WriteAllocate,--LRU,274303,1441,196758,1340,2389543
4096,32,8,--WriteBack,--NoWriteAllocate,--LRU,274303,2016,196758,5875,3320363
4096,32,8,--WriteThrough,--WriteAllocate,--LRU,274303,1441,196758,1340,45311763
4096,32,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,2016,196758,5875,45143463
4096,32,16,--WriteBack,--WriteAllocate,--LRU,274303,1425,196758,1328,2379203
4096,32,16,--WriteBack,--NoWriteAllocate,--LRU,274303,1994,196758,5849,3308483
4096,32,16,--WriteThrough,--WriteAllocate,--LRU,274303,1425,196758,1328,45305603
4096,32,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,1994,196758,5849,45138623
4096,32,32,--WriteBack,--WriteAllocate,--LRU,274303,1434,196758,1327,2380303
4096,32,32,--WriteBack,--NoWriteAllocate,--LRU,274303,2012,196758,5851,3313323
4096,32,32,--WriteThrough,--WriteAllocate,--LRU,274303,1434,196758,1327,45307363
4096,32,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,2012,196758,5851,45142583
4096,64,1,--WriteBack,--WriteAllocate,--LRU,274303,4523,196758,1831,3503623
4096,64,1,--WriteBack,--NoWriteAllocate,--LRU,274303,5073,196758,7760,4673143
4096,64,1,--WriteThrough,--WriteAllocate,--LRU,274303,4523,196758,1831,46097823
4096,64,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,5073,196758,7760,45816003
4096,64,2,--WriteBack,--WriteAllocate,--LRU,274303,2178,196758,986,2472043
4096,64,2,--WriteBack,--NoWriteAllocate,--LRU,274303,2613,196758,6017,3554443
4096,64,2,--WriteThrough,--WriteAllocate,--LRU,274303,2178,196758,986,45396023
4096,64,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,2613,196758,6017,45274803
4096,64,4,--WriteBack,--WriteAllocate,--LRU,274303,1244,196758,751,2091883
4096,64,4,--WriteBack,--NoWriteAllocate,--LRU,274303,1568,196758,5240,3050643
4096,64,4,--WriteThrough,--WriteAllocate,--LRU,274303,1244,196758,751,45138843
4096,64,4,--WriteThrough,--NoWriteAllocate,--LRU,274303,1568,196758,5240,45044903
4096,64,8,--WriteBack,--WriteAllocate,--LRU,274303,1005,196758,723,2007843
4096,64,8,--WriteBack,--NoWriteAllocate,--LRU,274303,1320,196758,5114,2945263
4096,64,8,--WriteThrough,--WriteAllocate,--LRU,274303,1005,196758,723,45080103
4096,64,8,--WriteThrough,--NoWriteAllocate,--LRU,274303,1320,196758,5114,44990343
4096,64,16,--WriteBack,--WriteAllocate,--LRU,274303,994,196758,721,2003663
4096,64,16,--WriteBack,--NoWriteAllocate,--LRU,274303,1319,196758,5123,2947023
4096,64,16,--WriteThrough,--WriteAllocate,--LRU,274303,994,196758,721,45077243
4096,64,16,--WriteThrough,--NoWriteAllocate,--LRU,274303,1319,196758,5123,44990123
4096,64,32,--WriteBack,--WriteAllocate,--LRU,274303,989,196758,719,2001243
4096,64,32,--WriteBack,--NoWriteAllocate,--LRU,274303,1319,196758,5113,2944603
4096,64,32,--WriteThrough,--WriteAllocate,--LRU,274303,989,196758,719,45075703
4096,64,32,--WriteThrough,--NoWriteAllocate,--LRU,274303,1319,196758,5113,44990123
4096,128,1,--WriteBack,--WriteAllocate,--LRU,274303,4880,196758,1681,3518583
4096,128,1,--WriteBack,--NoWriteAllocate,--LRU,274303,5205,196758,7942,4725503
4096,128,1,--WriteThrough,--WriteAllocate,--LRU,274303,4880,196758,1681,46143363
4096,128,1,--WriteThrough,--NoWriteAllocate,--LRU,274303,5205,196758,7942,45845043
4096,128,2,--WriteBack,--WriteAllocate,--LRU,274303,2782,196758,774,2567083
4096,128,2,--WriteBack,--NoWriteAllocate,--LRU,274303,3165,196758,5772,3665323
4096,128,2,--WriteThrough,--WriteAllocate,--LRU,274303,2782,196758,774,45482263
4096,128,2,--WriteThrough,--NoWriteAllocate,--LRU,274303,3165,196758,5772,45396243
